Company Code,Company Name,No,Bank Creditor,Currency,Current Amount,Prior Amount
IPOL,Perusahaan IPOL,1,Bank Central Asia Tbk,USD,28111408.0,27744829.0
IPOL,Perusahaan IPOL,2,Bank asing lainnya,CNY,247131401.0,245061071.0
IPOL,Perusahaan IPOL,3,Bank asing lainnya,EUR,12862667.0,12862667.0
IPOL,Perusahaan IPOL,4,"Jumlah utang bank, kotor",78656586.0,77940894.0,0.0
IPOL,Perusahaan IPOL,5,"Jumlah utang bank, bersih",78656586.0,77940894.0,0.0
IPOL,Perusahaan IPOL,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,3475946.0,3538152.0,0.0
IPOL,Perusahaan IPOL,7,Liabilitas jangka panjang atas utang bank,75180640.0,74402742.0,0.0
TLDN,Perusahaan TLDN,1,"Jumlah utang bank, kotor",397939532.0,425287374.0,0.0
TLDN,Perusahaan TLDN,2,"Jumlah utang bank, bersih",397939532.0,425287374.0,0.0
TLDN,Perusahaan TLDN,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,165863709.0,190767674.0,0.0
TLDN,Perusahaan TLDN,4,Liabilitas jangka panjang atas utang bank,232075823.0,234519700.0,0.0
DYAN,Perusahaan DYAN,1,"Jumlah utang bank, kotor",30000000000.0,30525000000.0,0.0
DYAN,Perusahaan DYAN,2,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,1400000000.0,1925000000.0,0.0
DYAN,Perusahaan DYAN,3,Liabilitas jangka panjang atas utang bank,28600000000.0,28600000000.0,0.0
PTBA,Perusahaan PTBA,1,Pinjaman sindikasi,IDR,2049998.0,1288518.0
PTBA,Perusahaan PTBA,2,Bank lokal lainnya,IDR,1960.0,1960.0
PTBA,Perusahaan PTBA,3,"Jumlah utang bank, kotor",2051958.0,1290478.0,0.0
PTBA,Perusahaan PTBA,4,Biaya penerbitan utang bank yang belum diamortisasi,11415.0,12953.0,0.0
PTBA,Perusahaan PTBA,5,"Jumlah utang bank, bersih",2040543.0,1277525.0,0.0
PTBA,Perusahaan PTBA,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,100.0,100.0,0.0
PTBA,Perusahaan PTBA,7,Liabilitas jangka panjang atas utang bank,2040443.0,1277425.0,0.0
AKPI,Perusahaan AKPI,1,Bank Central Asia Tbk,IDR,3668558.0,4004188.0
AKPI,Perusahaan AKPI,2,Bank Mega Tbk,USD,9046307.0,9564540.0
AKPI,Perusahaan AKPI,3,Bank Cimb Niaga Tbk,USD,6905955.0,6388023.0
AKPI,Perusahaan AKPI,4,Bank asing lainnya,EUR,12099525.0,13107819.0
AKPI,Perusahaan AKPI,5,Bank asing lainnya,USD,1527000.0,1527000.0
AKPI,Perusahaan AKPI,6,"Jumlah utang bank, kotor",537090679.0,556268296.0,0.0
AKPI,Perusahaan AKPI,7,Biaya penerbitan utang bank yang belum diamortisasi,2443692.0,2465782.0,0.0
AKPI,Perusahaan AKPI,8,"Jumlah utang bank, bersih",534646987.0,553802514.0,0.0
AKPI,Perusahaan AKPI,9,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,47348779.0,89163605.0,0.0
AKPI,Perusahaan AKPI,10,Liabilitas jangka panjang atas utang bank,487298208.0,464638909.0,0.0
SAMF,Perusahaan SAMF,1,"Jumlah utang bank, kotor",106827202811.0,114294351071.0,0.0
SAMF,Perusahaan SAMF,2,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,29868593040.0,29868593048.0,0.0
SAMF,Perusahaan SAMF,3,Liabilitas jangka panjang atas utang bank,76958609771.0,84425758023.0,0.0
STAA,Perusahaan STAA,1,"Jumlah utang bank, kotor",1368102.0,1453096.0,0.0
STAA,Perusahaan STAA,2,Biaya penerbitan utang bank yang belum diamortisasi,1435.0,1306.0,0.0
STAA,Perusahaan STAA,3,"Jumlah utang bank, bersih",1366667.0,1451790.0,0.0
STAA,Perusahaan STAA,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,294183.0,301384.0,0.0
STAA,Perusahaan STAA,5,Liabilitas jangka panjang atas utang bank,1072484.0,1150406.0,0.0
MKTR,Perusahaan MKTR,1,Bank Syariah Indonesia Tbk,IDR,710903667.0,728152334.0
MKTR,Perusahaan MKTR,2,"Jumlah utang bank, kotor",710903667.0,728152334.0,0.0
MKTR,Perusahaan MKTR,3,"Jumlah utang bank, bersih",710903667.0,728152334.0,0.0
MKTR,Perusahaan MKTR,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,68808000.0,68849667.0,0.0
MKTR,Perusahaan MKTR,5,Liabilitas jangka panjang atas utang bank,642095667.0,659302667.0,0.0
TOTO,Perusahaan TOTO,1,"Jumlah utang bank, kotor",31084638210.0,22276261299.0,0.0
TOTO,Perusahaan TOTO,2,"Jumlah utang bank, bersih",31084638210.0,22276261299.0,0.0
TOTO,Perusahaan TOTO,3,Liabilitas jangka panjang atas utang bank,29357713864.0,22276261299.0,0.0
SHID,Perusahaan SHID,1,"Jumlah utang bank, kotor",393150875154.0,400662139584.0,0.0
SHID,Perusahaan SHID,2,"Jumlah utang bank, bersih",393150875154.0,400662139584.0,0.0
SHID,Perusahaan SHID,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,16573849719.0,19686507096.0,0.0
SHID,Perusahaan SHID,4,Liabilitas jangka panjang atas utang bank,376577025435.0,380975632488.0,0.0
MPOW,Perusahaan MPOW,1,Bank Permata Tbk,IDR,2429899.0,2694548.0
MPOW,Perusahaan MPOW,2,"Jumlah utang bank, kotor",2429899.0,2694548.0,0.0
MPOW,Perusahaan MPOW,3,"Jumlah utang bank, bersih",2429899.0,2694548.0,0.0
MPOW,Perusahaan MPOW,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,1090526.0,1077678.0,0.0
MPOW,Perusahaan MPOW,5,Liabilitas jangka panjang atas utang bank,1339373.0,1616870.0,0.0
TBLA,Perusahaan TBLA,1,"Jumlah utang bank, kotor",9351234.0,9480777.0,0.0
TBLA,Perusahaan TBLA,2,Biaya penerbitan utang bank yang belum diamortisasi,40770.0,45082.0,0.0
TBLA,Perusahaan TBLA,3,"Jumlah utang bank, bersih",9310464.0,9435695.0,0.0
TBLA,Perusahaan TBLA,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,1716714.0,1856509.0,0.0
TBLA,Perusahaan TBLA,5,Liabilitas jangka panjang atas utang bank,7593750.0,7579186.0,0.0
GRPH,Perusahaan GRPH,1,"Jumlah utang bank, kotor",16584048325.0,17390748325.0,0.0
GRPH,Perusahaan GRPH,2,"Jumlah utang bank, bersih",16584048325.0,17390748325.0,0.0
GRPH,Perusahaan GRPH,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,2550438096.0,3225885714.0,0.0
GRPH,Perusahaan GRPH,4,Liabilitas jangka panjang atas utang bank,14033610229.0,14164862611.0,0.0
INAI,Perusahaan INAI,1,"Jumlah utang bank, kotor",215616445434.0,225590464517.0,0.0
INAI,Perusahaan INAI,2,"Jumlah utang bank, bersih",215616445434.0,225590464517.0,0.0
INAI,Perusahaan INAI,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,209161608811.0,218600260711.0,0.0
INAI,Perusahaan INAI,4,Liabilitas jangka panjang atas utang bank,6454836623.0,6990203806.0,0.0
ERAA,Perusahaan ERAA,1,Bank Central Asia Tbk,IDR,1933990457.0,2235179264.0
ERAA,Perusahaan ERAA,2,Bank Cimb Niaga Tbk,IDR,20574603.0,56208909.0
ERAA,Perusahaan ERAA,3,Bank lokal lainnya,IDR,600000000.0,250000000.0
ERAA,Perusahaan ERAA,4,"Jumlah utang bank, kotor",2575744796.0,2562349074.0,0.0
ERAA,Perusahaan ERAA,5,Biaya penerbitan utang bank yang belum diamortisasi,3115870.0,2596385.0,0.0
ERAA,Perusahaan ERAA,6,"Jumlah utang bank, bersih",2572628926.0,2559752689.0,0.0
ERAA,Perusahaan ERAA,7,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,504904013.0,2096232729.0,0.0
ERAA,Perusahaan ERAA,8,Liabilitas jangka panjang atas utang bank,2067724913.0,463519960.0,0.0
BRMS,Perusahaan BRMS,1,"Jumlah utang bank, kotor",246000000.0,180000000.0,0.0
BRMS,Perusahaan BRMS,2,"Jumlah utang bank, bersih",246000000.0,180000000.0,0.0
BRMS,Perusahaan BRMS,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,18850000.0,14250000.0,0.0
BRMS,Perusahaan BRMS,4,Liabilitas jangka panjang atas utang bank,227150000.0,165750000.0,0.0
ELPI,Perusahaan ELPI,1,"Jumlah utang bank, bersih",392214.0,302213.0,0.0
ELPI,Perusahaan ELPI,2,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,56796.0,63072.0,0.0
ELPI,Perusahaan ELPI,3,Liabilitas jangka panjang atas utang bank,335418.0,239141.0,0.0
PART,Perusahaan PART,1,Bank Central Asia Tbk,IDR,177409372656.0,121874743133.0
PART,Perusahaan PART,2,"Jumlah utang bank, kotor",177409372656.0,121874743133.0,0.0
PART,Perusahaan PART,3,Biaya penerbitan utang bank yang belum diamortisasi,865720828.0,906622912.0,0.0
PART,Perusahaan PART,4,"Jumlah utang bank, bersih",176543651828.0,120968120221.0,0.0
PART,Perusahaan PART,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,37173038165.0,21817058070.0,0.0
PART,Perusahaan PART,6,Liabilitas jangka panjang atas utang bank,139370613663.0,99151062151.0,0.0
TMPO,Perusahaan TMPO,1,"Jumlah utang bank, kotor",39158690.0,41216881.0,0.0
TMPO,Perusahaan TMPO,2,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,7318421.0,7008933.0,0.0
TMPO,Perusahaan TMPO,3,Liabilitas jangka panjang atas utang bank,39158690.0,41216881.0,0.0
AGAR,Perusahaan AGAR,1,Liabilitas jangka panjang atas utang bank,6284841834.0,6241666675.0,0.0
MICE,Perusahaan MICE,1,"Jumlah utang bank, kotor",9762418105.0,10772323427.0,0.0
MICE,Perusahaan MICE,2,"Jumlah utang bank, bersih",9762418105.0,10772323427.0,0.0
MICE,Perusahaan MICE,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,4039621285.0,4039621285.0,0.0
MICE,Perusahaan MICE,4,Liabilitas jangka panjang atas utang bank,5722796820.0,6732702142.0,0.0
SOCI,Perusahaan SOCI,1,Bank Mandiri (Persero) Tbk,IDR,6446419.0,6904123.0
SOCI,Perusahaan SOCI,2,Bank Mandiri (Persero) Tbk,USD,6149982.0,6589269.0
SOCI,Perusahaan SOCI,3,Bank OCBC Nisp Tbk,USD,17485714.0,18214286.0
SOCI,Perusahaan SOCI,4,Pinjaman sindikasi,USD,87599845.0,98624824.0
SOCI,Perusahaan SOCI,5,Bank lokal lainnya,USD,14742361.0,15575694.0
SOCI,Perusahaan SOCI,6,"Jumlah utang bank, kotor",132424321.0,145908196.0,0.0
SOCI,Perusahaan SOCI,7,Biaya penerbitan utang bank yang belum diamortisasi,606000.0,717739.0,0.0
SOCI,Perusahaan SOCI,8,"Jumlah utang bank, bersih",131818321.0,145190457.0,0.0
SOCI,Perusahaan SOCI,9,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,55447603.0,54198125.0,0.0
SOCI,Perusahaan SOCI,10,Liabilitas jangka panjang atas utang bank,76370718.0,90992332.0,0.0
CARE,Perusahaan CARE,1,"Jumlah utang bank, kotor",1057162812139.0,1068635678293.0,0.0
CARE,Perusahaan CARE,2,"Jumlah utang bank, bersih",1057162812139.0,1068635678293.0,0.0
CARE,Perusahaan CARE,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,531177976886.0,538162160766.0,0.0
CARE,Perusahaan CARE,4,Liabilitas jangka panjang atas utang bank,525984835253.0,530473517527.0,0.0
MTDL,Perusahaan MTDL,1,Bank Mandiri (Persero) Tbk,IDR,26228.0,38482.0
MTDL,Perusahaan MTDL,2,Bank asing lainnya,IDR,123964.0,125962.0
MTDL,Perusahaan MTDL,3,"Jumlah utang bank, kotor",150192.0,164444.0,0.0
MTDL,Perusahaan MTDL,4,"Jumlah utang bank, bersih",150192.0,164444.0,0.0
MTDL,Perusahaan MTDL,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,38414.0,41912.0,0.0
MTDL,Perusahaan MTDL,6,Liabilitas jangka panjang atas utang bank,111778.0,122532.0,0.0
TPIA,Perusahaan TPIA,1,Bank Central Asia Tbk,IDR,75438.0,77446.0
TPIA,Perusahaan TPIA,2,Bank Central Asia Tbk,USD,50422.0,50260.0
TPIA,Perusahaan TPIA,3,Bank Rakyat Indonesia (Persero) Tbk,USD,63665.0,63657.0
TPIA,Perusahaan TPIA,4,Bank Mandiri (Persero) Tbk,IDR,308237.0,240604.0
TPIA,Perusahaan TPIA,5,Bank Mandiri (Persero) Tbk,USD,229256.0,229233.0
TPIA,Perusahaan TPIA,6,Bank Negara Indonesia (Persero) Tbk,USD,234692.0,234692.0
TPIA,Perusahaan TPIA,7,Bank Danamon Indonesia Tbk,IDR,117327.0,118826.0
TPIA,Perusahaan TPIA,8,Bank Tabungan Negara (Persero) Tbk,IDR,115333.0,61381.0
TPIA,Perusahaan TPIA,9,Bank OCBC Nisp Tbk,USD,144423.0,145910.0
TPIA,Perusahaan TPIA,10,Pinjaman sindikasi,USD,1736579.0,1744371.0
TPIA,Perusahaan TPIA,11,Bank asing lainnya,USD,1239125.0,1140770.0
TPIA,Perusahaan TPIA,12,"Jumlah utang bank, kotor",4314497.0,4107150.0,0.0
TPIA,Perusahaan TPIA,13,"Jumlah utang bank, bersih",4314497.0,4107150.0,0.0
TPIA,Perusahaan TPIA,14,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,169073.0,136069.0,0.0
TPIA,Perusahaan TPIA,15,Liabilitas jangka panjang atas utang bank,4145424.0,3971081.0,0.0
SPRE,Perusahaan SPRE,1,Bank lokal lainnya,IDR,0.0,1199999984.0
SPRE,Perusahaan SPRE,2,"Jumlah utang bank, kotor",1099999982.0,1199999984.0,0.0
SPRE,Perusahaan SPRE,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,400000008.0,400000008.0,0.0
SPRE,Perusahaan SPRE,4,Liabilitas jangka panjang atas utang bank,699999974.0,799999976.0,0.0
GEMA,Perusahaan GEMA,1,"Jumlah utang bank, kotor",95857242459.0,99926754193.0,0.0
GEMA,Perusahaan GEMA,2,"Jumlah utang bank, bersih",95857242459.0,99926754193.0,0.0
GEMA,Perusahaan GEMA,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,23711580226.0,22931920159.0,0.0
GEMA,Perusahaan GEMA,4,Liabilitas jangka panjang atas utang bank,72145662233.0,76994834034.0,0.0
HRTA,Perusahaan HRTA,1,"Jumlah utang bank, kotor",225000000000.0,225000000000.0,0.0
HRTA,Perusahaan HRTA,2,"Jumlah utang bank, bersih",224062500000.0,225000000000.0,0.0
HRTA,Perusahaan HRTA,3,Liabilitas jangka panjang atas utang bank,224062500000.0,225000000000.0,0.0
DEWA,Perusahaan DEWA,1,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,742584841.0,835492258.0,0.0
DEWA,Perusahaan DEWA,2,Liabilitas jangka panjang atas utang bank,2765968070.0,2635608330.0,0.0
PEHA,Perusahaan PEHA,1,Bank Syariah Indonesia Tbk,IDR,166237000.0,166237000.0
PEHA,Perusahaan PEHA,2,Bank Negara Indonesia (Persero) Tbk,IDR,163226098.0,162755730.0
PEHA,Perusahaan PEHA,3,Bank Maybank Indonesia Tbk,IDR,144582928.0,152149368.0
PEHA,Perusahaan PEHA,4,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,IDR,92222121.0,92137559.0
PEHA,Perusahaan PEHA,5,Bank lokal lainnya,IDR,7533850.0,6688956.0
PEHA,Perusahaan PEHA,6,"Jumlah utang bank, kotor",573801997.0,579968613.0,0.0
PEHA,Perusahaan PEHA,7,"Jumlah utang bank, bersih",573801997.0,579968613.0,0.0
PEHA,Perusahaan PEHA,8,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,83719794.0,72849857.0,0.0
PEHA,Perusahaan PEHA,9,Liabilitas jangka panjang atas utang bank,490082203.0,507118756.0,0.0
MTMH,Perusahaan MTMH,1,"Jumlah utang bank, kotor",624194970065.0,577872955514.0,0.0
MTMH,Perusahaan MTMH,2,"Jumlah utang bank, bersih",624194970065.0,577872955514.0,0.0
MTMH,Perusahaan MTMH,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,118643988619.0,131281731066.0,0.0
MTMH,Perusahaan MTMH,4,Liabilitas jangka panjang atas utang bank,505550981446.0,446591224448.0,0.0
SICO,Perusahaan SICO,1,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,14797395893.0,8168346550.0,0.0
SICO,Perusahaan SICO,2,Liabilitas jangka panjang atas utang bank,5523268814.0,3023268815.0,0.0
MSJA,Perusahaan MSJA,1,"Jumlah utang bank, kotor",1431321.0,1489691.0,0.0
MSJA,Perusahaan MSJA,2,Biaya penerbitan utang bank yang belum diamortisasi,7006.0,7359.0,0.0
MSJA,Perusahaan MSJA,3,"Jumlah utang bank, bersih",1424315.0,1482332.0,0.0
MSJA,Perusahaan MSJA,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,165068.0,164887.0,0.0
MSJA,Perusahaan MSJA,5,Liabilitas jangka panjang atas utang bank,1259247.0,1317445.0,0.0
PTMP,Perusahaan PTMP,1,Bank Central Asia Tbk,IDR,1658308745.0,1174780340.0
PTMP,Perusahaan PTMP,2,Bank Mandiri (Persero) Tbk,IDR,8500000000.0,11500000000.0
PTMP,Perusahaan PTMP,3,Bank asing lainnya,IDR,13900000000.0,12725219660.0
PTMP,Perusahaan PTMP,4,"Jumlah utang bank, kotor",24058308745.0,25400000000.0,0.0
PTMP,Perusahaan PTMP,5,"Jumlah utang bank, bersih",24058308745.0,25400000000.0,0.0
PTMP,Perusahaan PTMP,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,24058308745.0,25400000000.0,0.0
IMPC,Perusahaan IMPC,1,Bank Central Asia Tbk,IDR,336601066719.0,422154370995.0
IMPC,Perusahaan IMPC,2,Bank asing lainnya,AUD,1300000.0,1400000.0
IMPC,Perusahaan IMPC,3,"Jumlah utang bank, kotor",457425386021.0,547002029190.0,0.0
IMPC,Perusahaan IMPC,4,Biaya penerbitan utang bank yang belum diamortisasi,2055359903.0,2334526737.0,0.0
IMPC,Perusahaan IMPC,5,"Jumlah utang bank, bersih",455370026118.0,544667502453.0,0.0
IMPC,Perusahaan IMPC,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,102658849243.0,109209987356.0,0.0
IMPC,Perusahaan IMPC,7,Liabilitas jangka panjang atas utang bank,352711176875.0,435457515097.0,0.0
MUTU,Perusahaan MUTU,1,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,25871784430.0,30953069485.0,0.0
MUTU,Perusahaan MUTU,2,Liabilitas jangka panjang atas utang bank,29566318650.0,14761249976.0,0.0
INPS,Perusahaan INPS,1,Bank Mandiri (Persero) Tbk,IDR,51780000000.0,53880000000.0
INPS,Perusahaan INPS,2,"Jumlah utang bank, kotor",51780000000.0,53880000000.0,0.0
INPS,Perusahaan INPS,3,"Jumlah utang bank, bersih",51780000000.0,53880000000.0,0.0
INPS,Perusahaan INPS,4,Liabilitas jangka panjang atas utang bank,51780000000.0,53880000000.0,0.0
AUTO,Perusahaan AUTO,1,Bank asing lainnya,IDR,161334.0,166333.0
AUTO,Perusahaan AUTO,2,Bank lokal lainnya,IDR,5500.0,10500.0
AUTO,Perusahaan AUTO,3,"Jumlah utang bank, kotor",166834.0,176833.0,0.0
AUTO,Perusahaan AUTO,4,Biaya penerbitan utang bank yang belum diamortisasi,438.0,625.0,0.0
AUTO,Perusahaan AUTO,5,"Jumlah utang bank, bersih",166396.0,176208.0,0.0
AUTO,Perusahaan AUTO,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,24088.0,34088.0,0.0
AUTO,Perusahaan AUTO,7,Liabilitas jangka panjang atas utang bank,142308.0,142120.0,0.0
OILS,Perusahaan OILS,1,"Jumlah utang bank, kotor",13751585084.0,13751585084.0,0.0
OILS,Perusahaan OILS,2,"Jumlah utang bank, bersih",13751585084.0,13751585084.0,0.0
OILS,Perusahaan OILS,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,2876756605.0,3802227747.0,0.0
OILS,Perusahaan OILS,4,Liabilitas jangka panjang atas utang bank,13751585084.0,13751585084.0,0.0
JIHD,Perusahaan JIHD,1,"Jumlah utang bank, kotor",600948864.0,137348864.0,0.0
JIHD,Perusahaan JIHD,2,Biaya penerbitan utang bank yang belum diamortisasi,291172.0,352006.0,0.0
JIHD,Perusahaan JIHD,3,"Jumlah utang bank, bersih",600657692.0,136996858.0,0.0
JIHD,Perusahaan JIHD,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,52188835.0,50374901.0,0.0
JIHD,Perusahaan JIHD,5,Liabilitas jangka panjang atas utang bank,548468857.0,86621957.0,0.0
IRRA,Perusahaan IRRA,1,"Jumlah utang bank, kotor",323955174099.0,257402408481.0,0.0
IRRA,Perusahaan IRRA,2,"Jumlah utang bank, bersih",323955174099.0,257402408481.0,0.0
IRRA,Perusahaan IRRA,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,22691086149.0,7914780774.0,0.0
IRRA,Perusahaan IRRA,4,Liabilitas jangka panjang atas utang bank,301264087950.0,249487627707.0,0.0
DFAM,Perusahaan DFAM,1,"Jumlah utang bank, kotor",103127724183.0,103647725196.0,0.0
DFAM,Perusahaan DFAM,2,"Jumlah utang bank, bersih",103127724183.0,103647725196.0,0.0
DFAM,Perusahaan DFAM,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,25322799376.0,15779051590.0,0.0
DFAM,Perusahaan DFAM,4,Liabilitas jangka panjang atas utang bank,77804924807.0,87868673606.0,0.0
OBAT,Perusahaan OBAT,1,Bank Syariah Indonesia Tbk,IDR,6508093373.0,6870620988.0
OBAT,Perusahaan OBAT,2,"Jumlah utang bank, kotor",6508093373.0,6870620988.0,0.0
OBAT,Perusahaan OBAT,3,"Jumlah utang bank, bersih",6508093373.0,6870620988.0,0.0
OBAT,Perusahaan OBAT,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,1345833333.0,1345833333.0,0.0
OBAT,Perusahaan OBAT,5,Liabilitas jangka panjang atas utang bank,5162260040.0,5524787655.0,0.0
BUMI,Perusahaan BUMI,1,"Jumlah utang bank, kotor",303387118.0,180000000.0,0.0
BUMI,Perusahaan BUMI,2,"Jumlah utang bank, bersih",303387118.0,180000000.0,0.0
BUMI,Perusahaan BUMI,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,23154034.0,14250000.0,0.0
BUMI,Perusahaan BUMI,4,Liabilitas jangka panjang atas utang bank,280233084.0,165750000.0,0.0
ALDO,Perusahaan ALDO,1,Bank Central Asia Tbk,IDR,205004090883.0,222777936445.0
ALDO,Perusahaan ALDO,2,"Jumlah utang bank, kotor",205004090883.0,222777936445.0,0.0
ALDO,Perusahaan ALDO,3,"Jumlah utang bank, bersih",205004090883.0,222777936445.0,0.0
ALDO,Perusahaan ALDO,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,78305979198.0,75292070124.0,0.0
ALDO,Perusahaan ALDO,5,Liabilitas jangka panjang atas utang bank,126698111685.0,147485866321.0,0.0
SRAJ,Perusahaan SRAJ,1,"Jumlah utang bank, kotor",283575.0,304433.0,0.0
SRAJ,Perusahaan SRAJ,2,Biaya penerbitan utang bank yang belum diamortisasi,4632.0,4902.0,0.0
SRAJ,Perusahaan SRAJ,3,"Jumlah utang bank, bersih",278943.0,299531.0,0.0
SRAJ,Perusahaan SRAJ,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,80862.0,91017.0,0.0
SRAJ,Perusahaan SRAJ,5,Liabilitas jangka panjang atas utang bank,198081.0,208514.0,0.0
UNTR,Perusahaan UNTR,1,Bank Central Asia Tbk,IDR,5756250.0,6787500.0
UNTR,Perusahaan UNTR,2,Bank Rakyat Indonesia (Persero) Tbk,USD,110.0,120.0
UNTR,Perusahaan UNTR,3,Bank Mandiri (Persero) Tbk,IDR,1873433.0,1944181.0
UNTR,Perusahaan UNTR,4,Bank Syariah Indonesia Tbk,IDR,187514.0,193541.0
UNTR,Perusahaan UNTR,5,Bank Negara Indonesia (Persero) Tbk,IDR,1494796.0,1554153.0
UNTR,Perusahaan UNTR,6,Bank asing lainnya,USD,643.0,163.0
UNTR,Perusahaan UNTR,7,Bank lokal lainnya,USD,30.0,30.0
UNTR,Perusahaan UNTR,8,"Jumlah utang bank, kotor",22631644.0,15737286.0,0.0
UNTR,Perusahaan UNTR,9,"Jumlah utang bank, bersih",22631644.0,15737286.0,0.0
UNTR,Perusahaan UNTR,10,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,17751229.0,9682666.0,0.0
UNTR,Perusahaan UNTR,11,Liabilitas jangka panjang atas utang bank,4880415.0,6054620.0,0.0
PTSN,Perusahaan PTSN,1,Bank Mandiri (Persero) Tbk,USD,27144096.0,28833642.0
PTSN,Perusahaan PTSN,2,"Jumlah utang bank, kotor",27144096.0,28833642.0,0.0
PTSN,Perusahaan PTSN,3,"Jumlah utang bank, bersih",27144096.0,28833642.0,0.0
PTSN,Perusahaan PTSN,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,6758184.0,6758184.0,0.0
PTSN,Perusahaan PTSN,5,Liabilitas jangka panjang atas utang bank,20385912.0,22075458.0,0.0
GLOB,Perusahaan GLOB,1,Bank Mandiri (Persero) Tbk,IDR,454882211452.0,457282211452.0
GLOB,Perusahaan GLOB,2,"Jumlah utang bank, kotor",454882211452.0,457282211452.0,0.0
GLOB,Perusahaan GLOB,3,"Jumlah utang bank, bersih",454882211452.0,457282211452.0,0.0
GLOB,Perusahaan GLOB,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,454882211452.0,457282211452.0,0.0
MEDC,Perusahaan MEDC,1,Bank Rakyat Indonesia (Persero) Tbk,IDR,3188701218122.0,2500000000000.0
MEDC,Perusahaan MEDC,2,Bank Mandiri (Persero) Tbk,IDR,11286482518432.0,11562232547292.0
MEDC,Perusahaan MEDC,3,Bank Syariah Indonesia Tbk,IDR,246124929693.0,252776945070.0
MEDC,Perusahaan MEDC,4,Bank Syariah Indonesia Tbk,USD,64034210.0,67080759.0
MEDC,Perusahaan MEDC,5,Bank Negara Indonesia (Persero) Tbk,IDR,1813542834455.0,1837080933444.0
MEDC,Perusahaan MEDC,6,Bank Negara Indonesia (Persero) Tbk,USD,9294222.0,9012312.0
MEDC,Perusahaan MEDC,7,Bank Tabungan Negara (Persero) Tbk,IDR,0.0,126000000000.0
MEDC,Perusahaan MEDC,8,Pinjaman sindikasi,USD,442377387.0,462100112.0
MEDC,Perusahaan MEDC,9,Bank asing lainnya,IDR,2509500002808.0,2230500000000.0
MEDC,Perusahaan MEDC,10,"Jumlah utang bank, kotor",1637088169.0,1641076657.0,0.0
