Company Code,Company Name,No,Bank Creditor,Currency,Current Amount,Prior Amount
MEDC,Perusahaan MEDC,11,Biaya penerbitan utang bank yang belum diamortisasi,32632455.0,34326779.0,0.0
MEDC,Perusahaan MEDC,12,"Jumlah utang bank, bersih",1604455714.0,1606749878.0,0.0
MEDC,Perusahaan MEDC,13,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,207186059.0,196398717.0,0.0
MEDC,Perusahaan MEDC,14,Liabilitas jangka panjang atas utang bank,1397269655.0,1410351161.0,0.0
MKAP,Perusahaan MKAP,1,"Jumlah utang bank, kotor",40043177031.0,46540426381.0,0.0
MKAP,Perusahaan MKAP,2,"Jumlah utang bank, bersih",40043177031.0,46540426381.0,0.0
MKAP,Perusahaan MKAP,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,15514258943.0,17771620034.0,0.0
MKAP,Perusahaan MKAP,4,Liabilitas jangka panjang atas utang bank,24528918088.0,28768806347.0,0.0
WOOD,Perusahaan WOOD,1,"Jumlah utang bank, kotor",395740543588.0,421629861889.0,0.0
WOOD,Perusahaan WOOD,2,"Jumlah utang bank, bersih",395740543588.0,421629861889.0,0.0
WOOD,Perusahaan WOOD,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,103415125381.0,103536587938.0,0.0
WOOD,Perusahaan WOOD,4,Liabilitas jangka panjang atas utang bank,292325418207.0,318093273951.0,0.0
MPXL,Perusahaan MPXL,1,"Jumlah utang bank, kotor",31207277485.0,34685029679.0,0.0
MPXL,Perusahaan MPXL,2,"Jumlah utang bank, bersih",31207277485.0,34685029679.0,0.0
MPXL,Perusahaan MPXL,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,31207277485.0,34685029679.0,0.0
ENAK,Perusahaan ENAK,1,Bank Central Asia Tbk,IDR,247263919963.0,226692796494.0
ENAK,Perusahaan ENAK,2,"Jumlah utang bank, kotor",247263919963.0,226692796494.0,0.0
ENAK,Perusahaan ENAK,3,"Jumlah utang bank, bersih",247263919963.0,226692796494.0,0.0
ENAK,Perusahaan ENAK,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,71126501574.0,74126898236.0,0.0
ENAK,Perusahaan ENAK,5,Liabilitas jangka panjang atas utang bank,176137418389.0,152565898258.0,0.0
AMFG,Perusahaan AMFG,1,Bank Btpn Tbk,USD,900000.0,900000.0
AMFG,Perusahaan AMFG,2,Bank lokal lainnya,USD,21918750.0,23250000.0
AMFG,Perusahaan AMFG,3,"Jumlah utang bank, kotor",472739.0,497240.0,0.0
AMFG,Perusahaan AMFG,4,"Jumlah utang bank, bersih",472739.0,497240.0,0.0
AMFG,Perusahaan AMFG,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,130848.0,126683.0,0.0
AMFG,Perusahaan AMFG,6,Liabilitas jangka panjang atas utang bank,341891.0,370557.0,0.0
PRAY,Perusahaan PRAY,1,"Jumlah utang bank, kotor",1571949.0,1569608.0,0.0
PRAY,Perusahaan PRAY,2,"Jumlah utang bank, bersih",1571949.0,1569608.0,0.0
PRAY,Perusahaan PRAY,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,179127.0,155300.0,0.0
PRAY,Perusahaan PRAY,4,Liabilitas jangka panjang atas utang bank,1392822.0,1414308.0,0.0
RAJA,Perusahaan RAJA,1,"Jumlah utang bank, kotor",134842618.0,143974138.0,0.0
RAJA,Perusahaan RAJA,2,Biaya penerbitan utang bank yang belum diamortisasi,816997.0,940742.0,0.0
RAJA,Perusahaan RAJA,3,"Jumlah utang bank, bersih",134025621.0,143033396.0,0.0
RAJA,Perusahaan RAJA,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,32196472.0,34826131.0,0.0
RAJA,Perusahaan RAJA,5,Liabilitas jangka panjang atas utang bank,101829149.0,108207265.0,0.0
KOBX,Perusahaan KOBX,1,Bank Central Asia Tbk,IDR,179638807627.0,201731721276.0
KOBX,Perusahaan KOBX,2,Bank lokal lainnya,IDR,35302166301.0,32982809791.0
KOBX,Perusahaan KOBX,3,"Jumlah utang bank, kotor",214940973928.0,234714531067.0,0.0
KOBX,Perusahaan KOBX,4,"Jumlah utang bank, bersih",214940973928.0,234714531067.0,0.0
KOBX,Perusahaan KOBX,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,102094418507.0,101582085310.0,0.0
KOBX,Perusahaan KOBX,6,Liabilitas jangka panjang atas utang bank,112846555421.0,133132445757.0,0.0
KOPI,Perusahaan KOPI,1,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,25447849332.0,25114896513.0,0.0
KOPI,Perusahaan KOPI,2,Liabilitas jangka panjang atas utang bank,59385347270.0,65825230324.0,0.0
DGIK,Perusahaan DGIK,1,"Jumlah utang bank, kotor",40544000000.0,34444000000.0,0.0
DGIK,Perusahaan DGIK,2,"Jumlah utang bank, bersih",40544000000.0,34444000000.0,0.0
DGIK,Perusahaan DGIK,3,Liabilitas jangka panjang atas utang bank,40544000000.0,34444000000.0,0.0
PANR,Perusahaan PANR,1,Bank lokal lainnya,IDR,90200000.0,90800000.0
PANR,Perusahaan PANR,2,"Jumlah utang bank, kotor",90200000.0,90800000.0,0.0
PANR,Perusahaan PANR,3,Biaya penerbitan utang bank yang belum diamortisasi,435683.0,496288.0,0.0
PANR,Perusahaan PANR,4,"Jumlah utang bank, bersih",89764317.0,90303712.0,0.0
PANR,Perusahaan PANR,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,4000000.0,3400000.0,0.0
PANR,Perusahaan PANR,6,Liabilitas jangka panjang atas utang bank,85764317.0,86903712.0,0.0
POLI,Perusahaan POLI,1,"Jumlah utang bank, kotor",829996722835.0,844996722835.0,0.0
POLI,Perusahaan POLI,2,"Jumlah utang bank, bersih",829996722835.0,844996722835.0,0.0
POLI,Perusahaan POLI,3,Liabilitas jangka panjang atas utang bank,829996722835.0,844996722835.0,0.0
WSBP,Perusahaan WSBP,1,"Jumlah utang bank, kotor",1797610635994.0,1770437877558.0,0.0
WSBP,Perusahaan WSBP,2,"Jumlah utang bank, bersih",1797610635994.0,1770437877558.0,0.0
WSBP,Perusahaan WSBP,3,Liabilitas jangka panjang atas utang bank,1797610635994.0,1770437877558.0,0.0
APEX,Perusahaan APEX,1,"Jumlah utang bank, kotor",106207462.0,107475064.0,0.0
APEX,Perusahaan APEX,2,"Jumlah utang bank, bersih",106207462.0,107475064.0,0.0
APEX,Perusahaan APEX,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,5070409.0,5070409.0,0.0
APEX,Perusahaan APEX,4,Liabilitas jangka panjang atas utang bank,101137053.0,102404655.0,0.0
TRGU,Perusahaan TRGU,1,"Jumlah utang bank, kotor",352198450625.0,364392595101.0,0.0
TRGU,Perusahaan TRGU,2,"Jumlah utang bank, bersih",352198450625.0,364392595101.0,0.0
TRGU,Perusahaan TRGU,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,36796281918.0,41528578234.0,0.0
TRGU,Perusahaan TRGU,4,Liabilitas jangka panjang atas utang bank,315402168707.0,322864016867.0,0.0
SGRO,Perusahaan SGRO,1,Bank Mandiri (Persero) Tbk,IDR,200000.0,200000.0
SGRO,Perusahaan SGRO,2,Bank Syariah Indonesia Tbk,IDR,155137.0,316875.0
SGRO,Perusahaan SGRO,3,Bank Negara Indonesia (Persero) Tbk,IDR,210000.0,738000.0
SGRO,Perusahaan SGRO,4,Bank OCBC Nisp Tbk,IDR,187250.0,632250.0
SGRO,Perusahaan SGRO,5,"Jumlah utang bank, kotor",752387.0,1887125.0,0.0
SGRO,Perusahaan SGRO,6,Biaya penerbitan utang bank yang belum diamortisasi,4873.0,5214.0,0.0
SGRO,Perusahaan SGRO,7,"Jumlah utang bank, bersih",747514.0,1881911.0,0.0
SGRO,Perusahaan SGRO,8,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,90178.0,268429.0,0.0
SGRO,Perusahaan SGRO,9,Liabilitas jangka panjang atas utang bank,657336.0,1613482.0,0.0
JAWA,Perusahaan JAWA,1,"Jumlah utang bank, kotor",914549484670.0,913704211550.0,0.0
JAWA,Perusahaan JAWA,2,"Jumlah utang bank, bersih",914549484670.0,913704211550.0,0.0
JAWA,Perusahaan JAWA,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,305281134978.0,224272809830.0,0.0
JAWA,Perusahaan JAWA,4,Liabilitas jangka panjang atas utang bank,609268349692.0,689431401720.0,0.0
CMNT,Perusahaan CMNT,1,Bank OCBC Nisp Tbk,IDR,1243.0,2936.0
CMNT,Perusahaan CMNT,2,Pinjaman sindikasi,USD,393.0,401.0
CMNT,Perusahaan CMNT,3,"Jumlah utang bank, kotor",6678138.0,6762043.0,0.0
CMNT,Perusahaan CMNT,4,Biaya penerbitan utang bank yang belum diamortisasi,57041.0,58082.0,0.0
CMNT,Perusahaan CMNT,5,"Jumlah utang bank, bersih",6621097.0,6703961.0,0.0
CMNT,Perusahaan CMNT,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,601680.0,594793.0,0.0
CMNT,Perusahaan CMNT,7,Liabilitas jangka panjang atas utang bank,6019417.0,6109168.0,0.0
UNTD,Perusahaan UNTD,1,"Jumlah utang bank, kotor",83725988692.0,92734463237.0,0.0
UNTD,Perusahaan UNTD,2,"Jumlah utang bank, bersih",83725988692.0,92734463237.0,0.0
UNTD,Perusahaan UNTD,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,34000000000.0,36000000000.0,0.0
UNTD,Perusahaan UNTD,4,Liabilitas jangka panjang atas utang bank,49725988692.0,56734463237.0,0.0
GOOD,Perusahaan GOOD,1,"Jumlah utang bank, kotor",2046148750000.0,2133474999999.0,0.0
GOOD,Perusahaan GOOD,2,Biaya penerbitan utang bank yang belum diamortisasi,2000668928.0,2247367348.0,0.0
GOOD,Perusahaan GOOD,3,"Jumlah utang bank, bersih",2044148081072.0,2131227632651.0,0.0
GOOD,Perusahaan GOOD,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,380981716499.0,361119759443.0,0.0
GOOD,Perusahaan GOOD,5,Liabilitas jangka panjang atas utang bank,1663166364573.0,1770107873208.0,0.0
AWAN,Perusahaan AWAN,1,Bank lokal lainnya,IDR,172175.0,226431.0
AWAN,Perusahaan AWAN,2,"Jumlah utang bank, kotor",172175.0,226431.0,0.0
AWAN,Perusahaan AWAN,3,"Jumlah utang bank, bersih",172175.0,226431.0,0.0
AWAN,Perusahaan AWAN,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,172175.0,226431.0,0.0
CRSN,Perusahaan CRSN,1,"Jumlah utang bank, kotor",70052540106.0,56634791430.0,0.0
CRSN,Perusahaan CRSN,2,"Jumlah utang bank, bersih",70052540106.0,56634791430.0,0.0
CRSN,Perusahaan CRSN,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,30865810701.0,17448062025.0,0.0
CRSN,Perusahaan CRSN,4,Liabilitas jangka panjang atas utang bank,39186729405.0,39186729405.0,0.0
WMUU,Perusahaan WMUU,1,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,3279195757.0,2810739221.0,0.0
WMUU,Perusahaan WMUU,2,Liabilitas jangka panjang atas utang bank,740510566349.0,741412833774.0,0.0
MBAP,Perusahaan MBAP,1,Bank OCBC Nisp Tbk,USD,30020360.0,28048891.0
MBAP,Perusahaan MBAP,2,"Jumlah utang bank, kotor",30020360.0,28048891.0,0.0
MBAP,Perusahaan MBAP,3,"Jumlah utang bank, bersih",30020360.0,28048891.0,0.0
MBAP,Perusahaan MBAP,4,Liabilitas jangka panjang atas utang bank,30020360.0,28048891.0,0.0
UVCR,Perusahaan UVCR,1,"Jumlah utang bank, kotor",1650000000.0,1800000000.0,0.0
UVCR,Perusahaan UVCR,2,"Jumlah utang bank, bersih",1650000000.0,1800000000.0,0.0
UVCR,Perusahaan UVCR,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,1650000000.0,1800000000.0,0.0
BAIK,Perusahaan BAIK,1,"Jumlah utang bank, kotor",719578576.0,927774927.0,0.0
BAIK,Perusahaan BAIK,2,"Jumlah utang bank, bersih",719578576.0,927774927.0,0.0
BAIK,Perusahaan BAIK,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,592548121.0,800744472.0,0.0
BAIK,Perusahaan BAIK,4,Liabilitas jangka panjang atas utang bank,127030455.0,127030455.0,0.0
TRIO,Perusahaan TRIO,1,Bank Mandiri (Persero) Tbk,IDR,1.0,1.0
TRIO,Perusahaan TRIO,2,Bank Negara Indonesia (Persero) Tbk,IDR,1.0,1.0
TRIO,Perusahaan TRIO,3,"Jumlah utang bank, kotor",1714326670870.0,1722491670870.0,0.0
TRIO,Perusahaan TRIO,4,"Jumlah utang bank, bersih",1714326670870.0,1722491670870.0,0.0
TRIO,Perusahaan TRIO,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,842761422145.0,848961369328.0,0.0
TRIO,Perusahaan TRIO,6,Liabilitas jangka panjang atas utang bank,871565248725.0,873530301542.0,0.0
MSTI,Perusahaan MSTI,1,Bank OCBC Nisp Tbk,IDR,8389440954.0,10267295004.0
MSTI,Perusahaan MSTI,2,"Jumlah utang bank, kotor",8389440954.0,10267295004.0,0.0
MSTI,Perusahaan MSTI,3,"Jumlah utang bank, bersih",8389440954.0,10267295004.0,0.0
MSTI,Perusahaan MSTI,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,2796480318.0,3975214289.0,0.0
MSTI,Perusahaan MSTI,5,Liabilitas jangka panjang atas utang bank,5592960636.0,6292080715.0,0.0
ALII,Perusahaan ALII,1,Bank Mandiri (Persero) Tbk,IDR,180783900.0,198783900.0
ALII,Perusahaan ALII,2,Bank lokal lainnya,IDR,12700745.0,14435210.0
ALII,Perusahaan ALII,3,"Jumlah utang bank, kotor",193484645.0,213219110.0,0.0
ALII,Perusahaan ALII,4,"Jumlah utang bank, bersih",193484645.0,213219110.0,0.0
ALII,Perusahaan ALII,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,78937860.0,78937860.0,0.0
ALII,Perusahaan ALII,6,Liabilitas jangka panjang atas utang bank,114546785.0,134281250.0,0.0
FISH,Perusahaan FISH,1,Bank Rakyat Indonesia (Persero) Tbk,IDR,150000000000.0,0.0
FISH,Perusahaan FISH,2,Pinjaman sindikasi,IDR,810162500000.0,814273800000.0
FISH,Perusahaan FISH,3,"Jumlah utang bank, kotor",56503317.0,48520665.0,0.0
FISH,Perusahaan FISH,4,Biaya penerbitan utang bank yang belum diamortisasi,489176.0,517009.0,0.0
FISH,Perusahaan FISH,5,"Jumlah utang bank, bersih",56014141.0,48003656.0,0.0
FISH,Perusahaan FISH,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,993345.0,866459.0,0.0
FISH,Perusahaan FISH,7,Liabilitas jangka panjang atas utang bank,55020796.0,47137197.0,0.0
LIVE,Perusahaan LIVE,1,"Jumlah utang bank, kotor",162230522426.0,166080649133.0,0.0
LIVE,Perusahaan LIVE,2,"Jumlah utang bank, bersih",162230522426.0,166080649133.0,0.0
LIVE,Perusahaan LIVE,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,151257554216.0,155007680933.0,0.0
LIVE,Perusahaan LIVE,4,Liabilitas jangka panjang atas utang bank,10972968210.0,11072968200.0,0.0
BSML,Perusahaan BSML,1,"Jumlah utang bank, kotor",19124868445.0,27171290331.0,0.0
BSML,Perusahaan BSML,2,"Jumlah utang bank, bersih",19124868445.0,27171290331.0,0.0
BSML,Perusahaan BSML,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,18271658200.0,24342580662.0,0.0
BSML,Perusahaan BSML,4,Liabilitas jangka panjang atas utang bank,853210245.0,2828709669.0,0.0
ASPR,Perusahaan ASPR,1,"Jumlah utang bank, kotor",64167054209.0,64656511866.0,0.0
ASPR,Perusahaan ASPR,2,"Jumlah utang bank, bersih",64167054209.0,64656511866.0,0.0
ASPR,Perusahaan ASPR,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,20199997489.0,18896985588.0,0.0
ASPR,Perusahaan ASPR,4,Liabilitas jangka panjang atas utang bank,43967056720.0,45759526278.0,0.0
CNKO,Perusahaan CNKO,1,Bank lokal lainnya,IDR,107149726.0,122543611.0
CNKO,Perusahaan CNKO,2,"Jumlah utang bank, kotor",107149726.0,122543611.0,0.0
CNKO,Perusahaan CNKO,3,"Jumlah utang bank, bersih",107149726.0,122543611.0,0.0
CNKO,Perusahaan CNKO,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,62562914.0,61413954.0,0.0
CNKO,Perusahaan CNKO,5,Liabilitas jangka panjang atas utang bank,44586812.0,61129657.0,0.0
MPIX,Perusahaan MPIX,1,"Jumlah utang bank, kotor",1810000000.0,1855000000.0,0.0
MPIX,Perusahaan MPIX,2,"Jumlah utang bank, bersih",1810000000.0,1855000000.0,0.0
MPIX,Perusahaan MPIX,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,1585000000.0,1630000000.0,0.0
MPIX,Perusahaan MPIX,4,Liabilitas jangka panjang atas utang bank,225000000.0,225000000.0,0.0
KBLI,Perusahaan KBLI,1,"Jumlah utang bank, kotor",12363229.0,12363229.0,0.0
KBLI,Perusahaan KBLI,2,Liabilitas jangka panjang atas utang bank,12363229.0,12363229.0,0.0
MAIN,Perusahaan MAIN,1,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,130171356.0,129830447.0,0.0
MAIN,Perusahaan MAIN,2,Liabilitas jangka panjang atas utang bank,135999279.0,168740981.0,0.0
BESS,Perusahaan BESS,1,"Jumlah utang bank, kotor",9708360000.0,12666360000.0,0.0
BESS,Perusahaan BESS,2,"Jumlah utang bank, bersih",9708360000.0,12666360000.0,0.0
BESS,Perusahaan BESS,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,8874000000.0,11832000000.0,0.0
BESS,Perusahaan BESS,4,Liabilitas jangka panjang atas utang bank,834360000.0,834360000.0,0.0
SBMA,Perusahaan SBMA,1,"Jumlah utang bank, kotor",13976150351.0,15116870094.0,0.0
SBMA,Perusahaan SBMA,2,"Jumlah utang bank, bersih",13976150351.0,15116870094.0,0.0
SBMA,Perusahaan SBMA,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,4328970427.0,4328970427.0,0.0
SBMA,Perusahaan SBMA,4,Liabilitas jangka panjang atas utang bank,9647179924.0,10787899667.0,0.0
ICBP,Perusahaan ICBP,1,Bank asing lainnya,JPY,259616896.0,330421493.0
ICBP,Perusahaan ICBP,2,"Jumlah utang bank, kotor",636782.0,664454.0,0.0
ICBP,Perusahaan ICBP,3,"Jumlah utang bank, bersih",636782.0,664454.0,0.0
ICBP,Perusahaan ICBP,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,203559.0,196346.0,0.0
ICBP,Perusahaan ICBP,5,Liabilitas jangka panjang atas utang bank,433223.0,468108.0,0.0
BSSR,Perusahaan BSSR,1,Bank Cimb Niaga Tbk,USD,0.0,218267.0
DRMA,Perusahaan DRMA,1,"Jumlah utang bank, kotor",151816586206.0,174164686703.0,0.0
DRMA,Perusahaan DRMA,2,Biaya penerbitan utang bank yang belum diamortisasi,71187879.0,71187879.0,0.0
DRMA,Perusahaan DRMA,3,"Jumlah utang bank, bersih",151745398327.0,174093498824.0,0.0
DRMA,Perusahaan DRMA,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,59962133107.0,68557536186.0,0.0
DRMA,Perusahaan DRMA,5,Liabilitas jangka panjang atas utang bank,91783265220.0,105607150517.0,0.0
AMRT,Perusahaan AMRT,1,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,39422.0,39422.0,0.0
AMRT,Perusahaan AMRT,2,Liabilitas jangka panjang atas utang bank,724076.0,721801.0,0.0
TRON,Perusahaan TRON,1,Bank Central Asia Tbk,IDR,40191865978.0,40241173402.0
TRON,Perusahaan TRON,2,Bank Rakyat Indonesia (Persero) Tbk,IDR,2195963251.0,2259416300.0
TRON,Perusahaan TRON,3,"Jumlah utang bank, kotor",42387829229.0,42500589702.0,0.0
TRON,Perusahaan TRON,4,"Jumlah utang bank, bersih",42387829229.0,42500589702.0,0.0
TRON,Perusahaan TRON,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,5713290234.0,4223075286.0,0.0
TRON,Perusahaan TRON,6,Liabilitas jangka panjang atas utang bank,37156564844.0,38277514416.0,0.0
MPPA,Perusahaan MPPA,1,"Jumlah utang bank, kotor",245000.0,245000.0,0.0
MPPA,Perusahaan MPPA,2,"Jumlah utang bank, bersih",245000.0,245000.0,0.0
MPPA,Perusahaan MPPA,3,Liabilitas jangka panjang atas utang bank,245000.0,245000.0,0.0
JECC,Perusahaan JECC,1,"Jumlah utang bank, kotor",44273276.0,42817733.0,0.0
JECC,Perusahaan JECC,2,"Jumlah utang bank, bersih",44273276.0,42817733.0,0.0
JECC,Perusahaan JECC,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,10275903.0,8384409.0,0.0
JECC,Perusahaan JECC,4,Liabilitas jangka panjang atas utang bank,33997373.0,34433324.0,0.0
IMJS,Perusahaan IMJS,1,Pinjaman sindikasi,USD,648.0,619.0
IMJS,Perusahaan IMJS,2,Bank asing lainnya,USD,18.0,19.0
IMJS,Perusahaan IMJS,3,"Jumlah utang bank, kotor",18312616.0,18321445.0,0.0
IMJS,Perusahaan IMJS,4,Biaya penerbitan utang bank yang belum diamortisasi,127976.0,138845.0,0.0
IMJS,Perusahaan IMJS,5,"Jumlah utang bank, bersih",18184640.0,18182600.0,0.0
IMJS,Perusahaan IMJS,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,5876589.0,5969149.0,0.0
IMJS,Perusahaan IMJS,7,Liabilitas jangka panjang atas utang bank,12308051.0,12213451.0,0.0
GLVA,Perusahaan GLVA,1,"Jumlah utang bank, kotor",20913.0,25453.0,0.0
GLVA,Perusahaan GLVA,2,"Jumlah utang bank, bersih",20913.0,25453.0,0.0
GLVA,Perusahaan GLVA,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,16566.0,17523.0,0.0
GLVA,Perusahaan GLVA,4,Liabilitas jangka panjang atas utang bank,4347.0,7930.0,0.0
GZCO,Perusahaan GZCO,1,"Jumlah utang bank, kotor",88038.0,150958.0,0.0
GZCO,Perusahaan GZCO,2,"Jumlah utang bank, bersih",88038.0,150958.0,0.0
GZCO,Perusahaan GZCO,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,11704.0,71694.0,0.0
GZCO,Perusahaan GZCO,4,Liabilitas jangka panjang atas utang bank,76334.0,79264.0,0.0
CARS,Perusahaan CARS,1,Bank Central Asia Tbk,IDR,308015050414.0,308015050414.0
CARS,Perusahaan CARS,2,Bank Permata Tbk,IDR,92412560762.0,123216747701.0
CARS,Perusahaan CARS,3,Bank Mega Tbk,IDR,23669486079.0,23671102309.0
CARS,Perusahaan CARS,4,Bank Maybank Indonesia Tbk,IDR,11513143563.0,11513143563.0
CARS,Perusahaan CARS,5,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,IDR,22535075824.0,22535075824.0
CARS,Perusahaan CARS,6,Bank asing lainnya,USD,21586192.0,22148228.0
CARS,Perusahaan CARS,7,Bank lokal lainnya,IDR,59613461336.0,63191979319.0
CARS,Perusahaan CARS,8,"Jumlah utang bank, kotor",881884086249.0,916268604168.0,0.0
CARS,Perusahaan CARS,9,"Jumlah utang bank, bersih",881884086249.0,916268604168.0,0.0
CARS,Perusahaan CARS,10,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,827255046961.0,864842250380.0,0.0
CARS,Perusahaan CARS,11,Liabilitas jangka panjang atas utang bank,54629039288.0,51426353788.0,0.0
WTON,Perusahaan WTON,1,"Jumlah utang bank, kotor",184788000000.0,202671000000.0,0.0
WTON,Perusahaan WTON,2,"Jumlah utang bank, bersih",184788000000.0,202671000000.0,0.0
WTON,Perusahaan WTON,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,66761000000.0,68351000000.0,0.0
WTON,Perusahaan WTON,4,Liabilitas jangka panjang atas utang bank,118027000000.0,134320000000.0,0.0
SMAR,Perusahaan SMAR,1,Bank Negara Indonesia (Persero) Tbk,USD,408187500.0,413625000.0
SMAR,Perusahaan SMAR,2,"Jumlah utang bank, kotor",10076034.0,9207605.0,0.0
SMAR,Perusahaan SMAR,3,Biaya penerbitan utang bank yang belum diamortisasi,23875.0,26428.0,0.0
SMAR,Perusahaan SMAR,4,"Jumlah utang bank, bersih",10052159.0,9181177.0,0.0
SMAR,Perusahaan SMAR,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,2518472.0,2488438.0,0.0
SMAR,Perusahaan SMAR,6,Liabilitas jangka panjang atas utang bank,7533687.0,6692739.0,0.0
PGUN,Perusahaan PGUN,1,"Jumlah utang bank, kotor",325805283918.0,363253999990.0,0.0
PGUN,Perusahaan PGUN,2,"Jumlah utang bank, bersih",325805283918.0,360135283917.0,0.0
PGUN,Perusahaan PGUN,3,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,122189833311.0,137319999976.0,0.0
PGUN,Perusahaan PGUN,4,Liabilitas jangka panjang atas utang bank,203615450607.0,222815283941.0,0.0
TALF,Perusahaan TALF,1,Bank Central Asia Tbk,IDR,126061296090.0,132554470851.0
TALF,Perusahaan TALF,2,Bank Pan Indonesia Tbk,IDR,5000000000.0,5750000000.0
TALF,Perusahaan TALF,3,Bank OCBC Nisp Tbk,IDR,243459864.0,426054762.0
TALF,Perusahaan TALF,4,"Jumlah utang bank, kotor",131304755954.0,138941275628.0,0.0
TALF,Perusahaan TALF,5,"Jumlah utang bank, bersih",131304755954.0,138730525613.0,0.0
TALF,Perusahaan TALF,6,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,3243459864.0,30388420463.0,0.0
TALF,Perusahaan TALF,7,Liabilitas jangka panjang atas utang bank,128061296090.0,108342105150.0,0.0
GDST,Perusahaan GDST,1,Bank Maybank Indonesia Tbk,IDR,70666666668.0,74666666667.0
GDST,Perusahaan GDST,2,Bank Pan Indonesia Tbk,IDR,91388888888.0,103055555555.0
GDST,Perusahaan GDST,3,"Jumlah utang bank, kotor",162055555556.0,177722222222.0,0.0
GDST,Perusahaan GDST,4,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,31555555551.0,55722222222.0,0.0
GDST,Perusahaan GDST,5,Liabilitas jangka panjang atas utang bank,130500000005.0,122000000000.0,0.0
INPP,Perusahaan INPP,1,Bank Central Asia Tbk,IDR,646457.0,670245.0
INPP,Perusahaan INPP,2,Bank Danamon Indonesia Tbk,IDR,434972.0,360313.0
INPP,Perusahaan INPP,3,Bank lokal lainnya,IDR,624855.0,616288.0
INPP,Perusahaan INPP,4,"Jumlah utang bank, kotor",1706284.0,1646846.0,0.0
INPP,Perusahaan INPP,5,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang bank,85265.0,84280.0,0.0
INPP,Perusahaan INPP,6,Liabilitas jangka panjang atas utang bank,1621019.0,1562566.0,0.0
