Company Code,Company Name,No,Subsidiary Name,Business Activity,Location,Commercial Year,Operating Status,Total Assets,Unit,Currency,Ownership Percentage
ELTY,Bakrieland Development Tbk,1,Limitless World International Services-6 Ltd,Investasi dan pendanaan,Dubai,0,Tidak Aktif,731.318,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,2,PT Maju Makmur Sejahtera,"Real estate, konstruksi gedung tempat tinggal dan jalan raya, penyiapan lahan dan perdagangan","Sidoarjo, Jawa Timur",0,Tahap Pengembanga n,61.926,JUTAAN,IDR,99.0
ELTY,Bakrieland Development Tbk,3,PT Inti Permata Sejati,Real estate,"Sidoarjo, Jawa Timur",0,Tahap Pengembanga n,127.523,JUTAAN,IDR,99.0
ELTY,Bakrieland Development Tbk,4,PT Mitra Langgeng Sejahtera,"Real estate, konstruksi gedung tempat tinggal dan jalan raya, penyiapan lahan dan perdagangan","Sidoarjo, Jawa Timur",0,Tahap Pengembanga n,10.100,JUTAAN,IDR,99.0
ELTY,Bakrieland Development Tbk,5,PT Megah Djati Karya,"Real estate, konstruksi gedung tempat tinggal dan jalan raya, penyiapan lahan dan perdagangan","Sidoarjo, Jawa Timur",0,Tahap Pengembanga n,3.115,JUTAAN,IDR,99.0
ELTY,Bakrieland Development Tbk,6,PT Provices Lintas Mandiri,"Pengelola gedung, apartemen dan perumahan",Jakarta,0,Tahap Pengembanga n,1.999,JUTAAN,IDR,99.95
ELTY,Bakrieland Development Tbk,7,PT Provices Total Mandiri,"Pengelola gedung, apartemen dan perumahan",Jakarta,0,Tahap Pengembanga n,1.499,JUTAAN,IDR,99.93
ELTY,Bakrieland Development Tbk,8,PT Provices Prima Mandiri,"Penyedia tenaga kerja waktu tertentu, penyedia gabungan jasa penunjang fasilitas, instalasi saluran air, kebersihan bangunan dan industri lain, kebersihan umum bangunan, aktifitas perparkiran",Jakarta,2021,Operasi,9.616,JUTAAN,IDR,99.26
ELTY,Bakrieland Development Tbk,9,PT Jasa Boga Raya,"Perdagangan, jasa penyediaan makanan dan minuman","Bogor, Jawa Barat",2013,Operasi,9.101,JUTAAN,IDR,85.0
ELTY,Bakrieland Development Tbk,10,PT Bumi Sentra Investama,Real estate dan jasa,Jakarta,0,Tidak Aktif,10.460,JUTAAN,IDR,99.99
ELTY,Bakrieland Development Tbk,11,BLD Investment Pte. Ltd,Investasi dan pendanaan,Singapura,0,Operasi,232.806,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,12,PT Bahana Sukma Sejahtera,Real estate,"Bogor, Jawa Barat",0,Tahap Pengembanga n,779.142,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,13,PT Bakrie Pesona Rasuna,"Real Estate, fasilitas lapangan, pengelola lahan, fasilitas olahraga, klub kebugaran, aktifitas perparkiran, periklanan, fasilitas gelanggang atau arena",Jakarta,1996,Operasi,65.607,JUTAAN,IDR,98.8
ELTY,Bakrieland Development Tbk,14,PT Graha Multi Insani,Real estat,Yogyakarta,2013,Operasi,237.805,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,15,PT Provices Karya Mandiri,"Pengelola gedung, apartemen dan perumahan",Jakarta,0,Tidak Aktif,125,JUTAAN,IDR,96.0
ELTY,Bakrieland Development Tbk,16,PT Surya Global Nusantara,"Pembangunan , perdagangan dan jasa",Jakarta,0,Tidak Aktif,506.981,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,17,PT. Graha Istana Nirwana,"Hotel, restoran dan penyedia akomodasi lainnya",Sidoarjo,2020,Aktif,104.848,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,18,PT Prima Bisnis Utama,"Pembangunan , perdagangan dan jasa",Jakarta,0,Tidak Aktif,159.293,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,19,PT Citrasaudara Abadi,Real Estat,"Tangerang, Banten",1997,Operasi,402.293,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,20,PT Krakatau Lampung Tourism Development,"Konstruksi gedung penginapan, hotel, villa, restoran, kafe, kawasan pariwisata",Lampung,2000,Operasi,1.043.788,JUTAAN,IDR,99.88
ELTY,Bakrieland Development Tbk,21,PT Andrasentra Properti Services,Pengelola Hotel,"Bogor, Jawa Barat",2015,Operasi,4.917,JUTAAN,IDR,99.99
ELTY,Bakrieland Development Tbk,22,PT Gili Tirta Anugerah,Real Estat,"Bogor, Jawa Barat",0,Tahap Pengembanga n,137.853,JUTAAN,IDR,99.05
ELTY,Bakrieland Development Tbk,23,PT Nirwana Estate Management,Pengelola properti dan kawasan,"Bogor, Jawa Barat",2026,Tahap Pengembanga n,392,JUTAAN,IDR,99.2
ELTY,Bakrieland Development Tbk,24,PT Graha Andrasentra Propertindo Tbk,"Pengembanga n, perdagangan dan jasa yang berhubungan dengan real estat, properti, dan pengelolaan taman hiburan atau rekreasi serta hotel","Bogor, Jawa Barat",1997,Operasi,1.502.829,JUTAAN,IDR,38.76
ELTY,Bakrieland Development Tbk,25,PT Bakrie Swasakti Utama,"Real estat, konstruksi gedung pendidikan, hunian, perkantoran, penginapan, hiburan dan olahraga, perbelanjaan, industri dan lainnya",Jakarta,1983,Operasi,4.259.419,JUTAAN,IDR,99.63
ELTY,Bakrieland Development Tbk,26,PT Nugraha Adhikarsa Pratama,Real Estate dan perdagangan,"Sidoarjo, Jawa Timur",0,Tahap Pengembanga n,114.638,JUTAAN,IDR,99.0
ELTY,Bakrieland Development Tbk,27,PT Superwish Perkasa,Pembangunan dan real estat,Jakarta,2012,Operasi,1.330.912,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,28,PT Bumi Daya Makmur,Real Estate,Jakarta,2009,Operasi,789.065,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,29,PT Bakrie Pangripta Loka,"Perdagangan, pembangunan dan jasa",Jakarta,2008,Operasi,14.117,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,30,PT Bakrie Nirwana Realty,Real estat,"Bogor, Jawa Barat",2015,Operasi,243.896,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,31,PT Mutiara Masyhur Sejahtera,"Real estate, konstruksi gedung tempat tinggal dan gedung lainnya, aktifitas telekomunikas i tanpa kabel","Sidoarjo, Jawa Timur",2005,Operasi,1.166.182,JUTAAN,IDR,99.21
ELTY,Bakrieland Development Tbk,32,PT Rasuna Residence Development,"Hotel, restoran, penyedia akomodasi lainnya",Jakarta,2004,Operasi,46.647,JUTAAN,IDR,100.0
ELTY,Bakrieland Development Tbk,33,PT Provices Indonesia,"Kebersihan bangungan dan industri lain, keamanan swasta, jasa sistem keamanan, penyedia tenaga kerja waktu tertentu, kebersihan umum dan bangungan, perawatan dan pemeliharan taman, real estate",Jakarta,2007,Operasi,439.663,JUTAAN,IDR,99.99
ELTY,Bakrieland Development Tbk,34,BLD Asia Pte. Ltd,Investasi dan pendanaan,Singapura,2010,Operasi,0,JUTAAN,IDR,100.0
TRST,Trias Sentosa Tbk,1,PT.Trias Toyobo Astria,Industri dan Perdagangan plastik,"Sidoarjo, Indonesia",2017,100,852.892,JUTAAN,IDR,60.0
TRST,Trias Sentosa Tbk,2,"Tianjin Sunshine Packaging, Ltd",Industri Plastik Lembaran,"Tianjin,Cina",1995,100,207.769,JUTAAN,IDR,100.0
TRST,Trias Sentosa Tbk,3,"Astria Packaging Pte,Ltd",Investmen Company,Singapore,2007,100,93.913,JUTAAN,IDR,100.0
TRST,Trias Sentosa Tbk,4,PT.UNGGUL NIAGA SENTOSA,Perdagangan,"Sidoarjo,Indon esia",2017,100,10.616,JUTAAN,IDR,99.0
MCAS,PT M Cash Integrasi Tbk,1,PT Digital Maxima Indonesia,Penjualan produk digital,Jakarta,2019,Beroperasi,118.601.778.043,PENUH,IDR,99.49
MCAS,PT M Cash Integrasi Tbk,2,PT DMMX Media Maxima,Penjualan produk digital,Jakarta,2020,Beroperasi,5.381.570.000,PENUH,IDR,99.0
MCAS,PT M Cash Integrasi Tbk,3,PT DMMX Grosir Digital,"Perdagangan, telekomunikas i, pemrograman komputer dan teknologi informasi",Jakarta,,Belum beroperasi,499.280.762,PENUH,IDR,51.0
MCAS,PT M Cash Integrasi Tbk,4,PT Bumilangit Digital Mediatama,"Perdagangan, telekomunikas i, pemrograman komputer dan teknologi informasi",Jakarta,2021,Beroperasi,1.719.828.841,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,5,PT DMMX Smartritel Teknologi,Perdagangan telekomunikas i,Jakarta,,Belum beroperasi,507.400.000,PENUH,IDR,99.0
MCAS,PT M Cash Integrasi Tbk,6,PT DMMX Gamindo Global,Iklan berbasis cloud digital,Jakarta,2022,Beroperasi,2.823.802.992,PENUH,IDR,51.0
MCAS,PT M Cash Integrasi Tbk,7,PT DMMX Dektos Inti,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2022,Beroperasi,14.781.108.943,PENUH,IDR,46.0
MCAS,PT M Cash Integrasi Tbk,8,PT NFC Indonesia Tbk,Penjualan produk digital yang terintegrasi dengan platform/ Sale of digital products to integrated engagement platform,Jakarta,2015,Beroperasi,1.421.095.611.358,PENUH,IDR,51.62
MCAS,PT M Cash Integrasi Tbk,9,PT Telefast Indonesia Tbk,"Perdagangan, jasa, platform, supply chain dan penjualan produk digital",Jakarta,2008,Beroperasi,216.979.247.340,PENUH,IDR,42.19
MCAS,PT M Cash Integrasi Tbk,10,PT Dam Korporindo Digital,"Perdagangan, pembangunan , jasa, percetakan, perindustrian",Jakarta,2008,Beroperasi,161.226.730.002,PENUH,IDR,80.0
MCAS,PT M Cash Integrasi Tbk,11,PT DMMX Sentral Imaji,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2022,Beroperasi,700.527.923,PENUH,IDR,99.0
MCAS,PT M Cash Integrasi Tbk,12,PT Satu Buat Negeri,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2025,Beroperasi,29.357.608.227,PENUH,IDR,100.0
MCAS,PT M Cash Integrasi Tbk,13,PT DMMX Vizion Teknologi,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,,Belum beroperasi,999.395.000,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,14,PT Surya Mediatama Maxima,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,,Belum beroperasi,33.697.349,PENUH,IDR,55.0
MCAS,PT M Cash Integrasi Tbk,15,PT Nusantara Semesta Mandiri,Penjualan produk digital,Jakarta,2021,Beroperasi,1.601.376.018,PENUH,IDR,75.0
MCAS,PT M Cash Integrasi Tbk,16,PT Volta Indonesia Semesta,Produk dan layanan energi bersih,Jakarta,2018,Beroperasi,81.705.652.136,PENUH,IDR,51.0
MCAS,PT M Cash Integrasi Tbk,17,PT Semolis Teknologi Indonesia,Sewa motor listrik,Jakarta,2023,Beroperasi,42.292.034.166,PENUH,IDR,99.7
MCAS,PT M Cash Integrasi Tbk,18,PT Edukasi Atlit Internet Digital,"MICE, promotor dan platform digital",Jakarta,2021,Beroperasi,398.144.438,PENUH,IDR,51.0
MCAS,PT M Cash Integrasi Tbk,19,PT DMMX Distribusi Pentabenua,E-commerce dan platform digital,Jakarta,2021,Beroperasi,18.790.652.734,PENUH,IDR,80.0
MCAS,PT M Cash Integrasi Tbk,20,PT Semolis Gemilang Persada,Sewa motor Listrik,Jakarta,,Belum beroperasi,4.000.000.000,PENUH,IDR,99.99
MCAS,PT M Cash Integrasi Tbk,21,PT Semolis Inti Persada,Sewa motor Listrik,Jakarta,,Belum beroperasi,4.000.000.000,PENUH,IDR,99.99
MCAS,PT M Cash Integrasi Tbk,22,PT Semolis Maju Bersama,Sewa motor listrik,Jakarta,,Belum beroperasi,4.000.000.000,PENUH,IDR,99.99
MCAS,PT M Cash Integrasi Tbk,23,PT Anugerah Teknologi Mandiri,"Perdagangan, jasa, pembangunan , industri, percetakan",Jakarta,2016,Beroperasi,78.647.928.816,PENUH,IDR,99.0
MCAS,PT M Cash Integrasi Tbk,24,PT Retail Cerdas Indonesia,"Perdagangan besar peralatan telekomunikas i dan mesin, peralatan dan perlengkapan lainnya, aktivitas telekomunikas i, aktivitas teknologi informasi, jasa komputer",Jakarta,,Belum Beroperasi,2.999.500.000,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,25,PT Kasih Anugerah Kharisma,"Jasa, pembangunan , perdagangan, transportasi, perindustrian, percetakan, pertanian",Jakarta,2022,Beroperasi,1.388.067.695,PENUH,IDR,99.0
MCAS,PT M Cash Integrasi Tbk,26,PT Mkopi Digital Indonesia,"Industri peralatan elektrotermal rumah tangga, perdagangan eceran melalui media untuk komoditi makanan, minuman, tembakau, kimia, farmasi, kosmetik dan alat laboratorium, aktivitas konsultasi komputer dan manajemen fasilitas",Jakarta,2019,Beroprasi,923.173.594,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,27,PT Monetix Digital Indonesia,"Perdagangan besar peralatan telekomunikas i, perdagangan besar mesin, peralatan dan perlengkapan lainnya, penerbitan piranti lunak, aktivitas telekomunikas i lainnya, e- commerce, aktivitas pemograman komputer lainnya",Jakarta,,Belum Beroperasi,644.634.684,PENUH,IDR,70.0
MCAS,PT M Cash Integrasi Tbk,28,PT Mcash Untuk Indonesia,"Perdagangan besar piranti lunak, peralatan telekomunikas i, mesin, peralatan dan perlengkapan lainnya, aktivitas telekomunikas i lainnya, aktivitas teknologi informasi, jasa komputer lainnya",Jakarta,,Belum Beroperasi,554.441.638,PENUH,IDR,40.0
MCAS,PT M Cash Integrasi Tbk,29,PT Digital Mediatama Maxima Tbk,Iklan berbasis cloud digital,Jakarta,2015,Beroperasi,861.607.082.834,PENUH,IDR,29.3
MCAS,PT M Cash Integrasi Tbk,30,PT Abdi Anugerah Persada,Penjualan produk digital,Jakarta,2019,Beroperasi,109.494.768.935,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,31,PT Anugerah Wicaksana Digital,Penjualan produk digital,Jakarta,2019,Beroperasi,115.138.784.842,PENUH,IDR,71.75
MCAS,PT M Cash Integrasi Tbk,32,PT Inova Duapuluh Duapuluh,Penjualan produk digital,Jakarta,2019,Beroperasi,17.953.470.737,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,33,PT Omega Kreasi Bersama,Penjualan produk digital,Jakarta,2019,Beroperasi,43.587.032.116,PENUH,IDR,65.0
MCAS,PT M Cash Integrasi Tbk,34,PT Bilik Sinergi Indonesia,Jasa dan digital,Jakarta,2018,Beroperasi,2.893.518.921,PENUH,IDR,51.0
MCAS,PT M Cash Integrasi Tbk,35,PT Emitama Wahana Mandiri,Jasa dan digital,Jakarta,2017,Beroperasi,338.642.511,PENUH,IDR,70.0
MCAS,PT M Cash Integrasi Tbk,36,PT Tfas Digital Indonesia,Teknologi informasi,Jakarta,2021,Beroperasi,504.565.000,PENUH,IDR,51.0
MCAS,PT M Cash Integrasi Tbk,37,PT Anugerah Aset Digital,"Perdagangan, telekomunikas i, pemograman, aktivitas teknologi informasi dan jasa komputer",Jakarta,2021,Beroperasi,271.398.353,PENUH,IDR,41.0
MCAS,PT M Cash Integrasi Tbk,38,PT Argo Pandu Digital,"Perdagangan, jasa, pembangunan , industri, percetakan, pengangkutan darat, perbengkelan, pertanian",Jakarta,,Belum Beoperasi,4.000.000.000,PENUH,IDR,52.0
MCAS,PT M Cash Integrasi Tbk,39,PT Damcorp Digital Media,"Perdagangan besar telekomunikas i, perdagangan mesin, aktivitas telekomunikas i, aktivitas pemrogam komputer lainnya, dan aktivitas teknologi informasi dan jasa komputer lainnya",Jakarta,2021,Beroperasi,864.363.515,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,40,PT Lautan Inovasi Teknologi,"Industri percetakan umum, aktivitas pemrograman komputer lainnya, aktivitas profesional, ilmiah dan teknis lainnya",Jakarta,,Belum Beroperasi,100.000.000,PENUH,IDR,60.0
MCAS,PT M Cash Integrasi Tbk,41,PT Digital Consumer Engagement,Iklan berbasis cloud digital,Jakarta,2017,Beroperasi,249.443.316.894,PENUH,IDR,99.0
MCAS,PT M Cash Integrasi Tbk,42,PT NFCX Media Teknologi,Perdagangan telekomunikas i,Jakarta,2019,Beroperasi,22.935.375.274,PENUH,IDR,90.0
MCAS,PT M Cash Integrasi Tbk,43,PT Nusantara Inti Karunia,Penjualan produk digital,Jakarta,2019,Beroperasi,17.460.215,PENUH,IDR,90.0
MCAS,PT M Cash Integrasi Tbk,44,PT Nusantara Xchange Indonesia,"Perdagangan, jasa, industri, percetakan",Jakarta,,Belum Beroperasi,10.000.000.000,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,45,PT Internet Omega Teknologi,"Perdagangan, jasa, industri, percetakan",Jakarta,2020,Beroperasi,90.232.742.884,PENUH,IDR,50.0
MCAS,PT M Cash Integrasi Tbk,46,PT Wicaksana Anugerah Nusantara,"Perdagangan, jasa, industri, percetakan",Jakarta,,Belum Beroperasi,510.000.000,PENUH,IDR,75.0
MCAS,PT M Cash Integrasi Tbk,47,PT Energi Selalu Baru,"Perdagangan, pemograman, telekomunikas i, teknologi informasi dan jasa komputer lainnya",Jakarta,2021,Beroperasi,183.366.428.995,PENUH,IDR,35.0
BBCA,PT Bank Central Asia Tbk.,1,PT Bank Digital BCA,Perbankan,Jakarta,1965,Beroperasi,20.189.424,JUTAAN,IDR,100.0
BBCA,PT Bank Central Asia Tbk.,2,PT BCA Finance,"Pembiayaan investasi, modal kerja, pembiayaan multiguna, sewa operasi, keg pembiayaan lain brdsrkn persetujuan instansi yg berwenang",Jakarta,1981,Beroperasi,10.621.479,JUTAAN,IDR,100.0
BBCA,PT Bank Central Asia Tbk.,3,PT Bank BCA Syariah,perbankan syariah,Jakarta,1992,Beroperasi,20.111.109,JUTAAN,IDR,100.0
BBCA,PT Bank Central Asia Tbk.,4,PT BCA Sekuritas,Perantara perdagangan efek dan penjamin emisi efek,Jakarta,1992,Beroperasi,2.121.264,JUTAAN,IDR,90.0
BBCA,PT Bank Central Asia Tbk.,5,PT Asuransi Umum BCA,Asuransi umum atau kerugian,Jakarta,1989,Beroperasi,3.430.762,JUTAAN,IDR,100.0
BBCA,PT Bank Central Asia Tbk.,6,PT Central Capital Ventura,Modal ventura,Jakarta,2017,Beroperasi,475.199,JUTAAN,IDR,100.0
BBCA,PT Bank Central Asia Tbk.,7,PT Asuransi Jiwa BCA,Asuransi Jiwa,Jakarta,2014,Beroperasi,5.027.217,JUTAAN,IDR,90.0
PSDN,Prasidha Aneka Niaga Tbk,1,PT. Aneka Bumi Kencana,Industri dan Perdagangan,surabaya,1984,beroperasi,7.487.652.690,PENUH,IDR,99.99
PSDN,Prasidha Aneka Niaga Tbk,2,PT. Tirtha Harapan Bali,Industri dan Perdagangan,singaraja,1973,beroperasi,417.309.684,PENUH,IDR,99.99
CNKO,Exploitasi Energi Indonesia Tbk,1,PT Trans Lintas Segara,Jasa Pelayaran,Jakarta,2008,Aktif,121.663,RIBUAN,IDR,99.99
CNKO,Exploitasi Energi Indonesia Tbk,2,PT Korporindo Guna Bara,Pertambanga n dan perdagangan batu bara,Kalimantan Selatan,2008,Aktif,28.845.404,RIBUAN,IDR,99.66
CNKO,Exploitasi Energi Indonesia Tbk,3,PT Sekti Rahayu Indah,Pertambanga n dan perdagangan batu bara,Kalimantan Tengah,2012,Aktif,47.563,RIBUAN,IDR,99.88
CNKO,Exploitasi Energi Indonesia Tbk,4,PT Abe Jaya Perkasa,Pertambanga n,Jakarta,2011,Aktif,33.366.198,RIBUAN,IDR,51.3
CNKO,Exploitasi Energi Indonesia Tbk,5,PT Energi Batubara Indonesia,Perdagangan,Jakarta,2011,Aktif,327.478.027,RIBUAN,IDR,99.97
PANS,Panin Sekuritas Tbk,1,PT Patria Investama,Perdagangan dan Jasa Manajemen,Jakarta,0,-,175.711.647.000,PENUH,IDR,99.99
PANS,Panin Sekuritas Tbk,2,PT Panin Asset Management,Manajer Investasi,Jakarta,2011,Sudah beroperasi,573.643.430.000,PENUH,IDR,90.0
GLVA,PT Galva Technologies Tbk,1,PT Libera Technologies indonesia,"Perdagangan Besar, Industri Komputer dan Reparasi/ Wholesale Computer Industry and Repair",Jakarta,2021,Aktif,131.960,JUTAAN,IDR,40.0
UNIC,Unggul Indah Cahaya Tbk,1,PT. Wiranusa Grahatama,Pengembang real estat,Indonesia,2004,,23.931.808,PENUH,USD,55.0
UNIC,Unggul Indah Cahaya Tbk,2,PT. Wira Usaha Tama,Tidak aktif,Indonesia,2015,,2.923,PENUH,USD,99.99
UNIC,Unggul Indah Cahaya Tbk,3,"Universal Interchemicals Corp. Pte., Ltd.",Investasi,Singapura,1992,,41.576.960,PENUH,USD,100.0
UNIC,Unggul Indah Cahaya Tbk,4,"UIC Vietnam Co., Ltd.",Produksi dan distribusi,Vietnam,1994,,28.760.757,PENUH,USD,100.0
UNIC,Unggul Indah Cahaya Tbk,5,PT. Unggul Indah Investama,Investasi,Indonesia,1996,,23.948.398,PENUH,USD,99.99
UNIC,Unggul Indah Cahaya Tbk,6,Albright & Wilson Australia Pty. Ltd.,Produksi dan distribusi,Australia,1939,,41.536.698,PENUH,USD,100.0
UNIC,Unggul Indah Cahaya Tbk,7,PT. Petrocentral,Produksi dan distribusi,Indonesia,1992,,8.924.555,PENUH,USD,77.75
UNIC,Unggul Indah Cahaya Tbk,8,Albright & Wilson New Zealand Ltd.,Distribusi,Selandia Baru,1986,,2.521.724,PENUH,USD,100.0
DILD,Intiland Development Tbk,1,Taman Harapan Indah (THI),Real estate,Jakarta,1978,Operasional,4.132.290,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,2,PT Mutiara Raga Indah,Pusat kebugaran,Jakarta,1990,Opeasional,3.948,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,3,PT Sinar Puspa Persada,Real estate,Tangerang,1997,Opeasional,571.646,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,4,PT Wirasejati Binapersada,Real estate,Jakarta,0,Belum Operopasi,324.638,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,5,PT Putra Sinar Permaja,Real estate,Jakarta,2014,Opeasional,1.919.610,JUTAAN,IDR,51.0
DILD,Intiland Development Tbk,6,PT Abadi Citra Lestari,Real estate,Jakarta,2015,Opeasional,3.119,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,7,PT Intisarana Ekaraya,Sub Holding,Jakarta,0,Belum Operopasi,364.578,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,8,PT Gandaria Permai,Real estate,Jakarta,2011,Opeasional,37.005,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,9,PT Gandaria Prima,Real estate,Jakarta,2013,Opeasional,295.718,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,10,PT Gandaria Mulia,Real estate,Jakarta,0,Belum Operopasi,4.746,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,11,PT Gandaria Sakti,Real estate,Jakarta,0,Belum Operopasi,4.018,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,12,PT Perkasalestari Utama,Real estate,Jakarta,2008,Opeasional,687.153,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,13,PT Perkasalestari Permai,Real estate,Jakarta,2013,Opeasional,806.392,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,14,PT Selasih Safar,Real estate,Jakarta,1974,Opeasional,53.489,JUTAAN,IDR,52.5
DILD,Intiland Development Tbk,15,PT Vida Irvetta Peninsula,Real estate,Jakarta,2023,Opeasional,225.675,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,16,PT Intiland Grande,Real estate,Surabaya,1974,Opeasional,4.198.755,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,17,PT Intiland Sejahtera,Kawasan Industri,Surabaya,1988,Opeasional,1.017.367,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,18,PT Kawasan Industri Intiland,Kawasan Industri,Surabaya,1993,Opeasional,98.897,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,19,PT Kawasan Jombang,Kawasan Industri,Surabaya,0,Belum Operopasi,104.647,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,20,PT Kawasan Ploso,Kawasan Industri,Surabaya,0,Belum Operopasi,161.011,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,21,PT Jateng Industri Intiland,Kawasan Industri,Surabaya,2021,Opeasional,182.123,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,22,PT Perkebunan dan Indutsri Segajung,Kawasan Industri,Surabaya,2021,Opeasional,201.149,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,23,PT Graha Inti Boga,Food and refined cuisine,Surabaya,2017,Opeasional,1.514,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,24,PT Prima Sentosa Ganda,Real estate,Surabaya,2014,Opeasional,712.165,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,25,PT Grande Family View,Real estate,Surabaya,1993,Opeasional,344.194,JUTAAN,IDR,75.0
DILD,Intiland Development Tbk,26,PT Grande Imperial,Real estate,Surabaya,2013,Opeasional,81.269,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,27,PT Kinerja Lancar Serasi,Real estate,Surabaya,0,Belum Operopasi,270.186,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,28,PT Sinar Cemerlang Gemilang,Real estate,Surabaya,2015,Opeasional,234.514,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,29,PT Purisentosa Unggul,Real estate,Surabaya,0,Belum Operopasi,5.085,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,30,Badan Kerjasama Intiland Starlight,Persewaan kantor,Surabaya,2010,Opeasional,58.780,JUTAAN,IDR,75.0
DILD,Intiland Development Tbk,31,PT Usaha Guna Kelola,Real estate,Surabaya,0,Belum Operopasi,22.425,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,32,PT Buana Bejana,Real estate,Surabaya,0,Belum Operopasi,148,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,33,'PT Intiland Esperto,Real estate,Jakarta,0,Belum Operopasi,102.088,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,34,PT Inti Gria Perdana,Real estate,Jakarta,2011,Opeasional,98.473,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,35,PT Inti Gria Perkasa,Real estate,Jakarta,2011,Opeasional,816,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,36,PT Inti Gria Perwira,Pusat kebugaran,Jakarta,2012,Opeasional,46.739,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,37,PT Inti Gria Pramudya,Real estate,Jakarta,2018,Opeasional,4.751,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,38,PT Inti Gria Palamarta,Real estate,Jakarta,2022,Opeasional,12.840,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,39,PT Melati Anugerah Semesta,Real estate,Jakarta,0,Belum Operopasi,131.941,JUTAAN,IDR,49.31
DILD,Intiland Development Tbk,40,PT Inti Pramana Visa,Real estate,Jakarta,2025,Opeasional,358,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,41,PT Melati Wahana Nusantara,Real estate,Jakarta,0,Belum Operopasi,36.562,JUTAAN,IDR,100.0
DILD,Intiland Development Tbk,42,PT Melati Impian Bangsa,Real estate,Jakarta,0,Belum Operopasi,13.356,JUTAAN,IDR,100.0
