Ticker,Sektor,Subsektor,Industri,Subindustri,Period,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,TTM (Q1),6 B,11 B,(8 B),17 B,17 B,-,-,-,-,-,-,-,-,-,-,-,-,-
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q1,6 B,48 B,29 B,25 B,21 B,-,-,-,-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q2,-,62 B,54 B,65 B,45 B,20 B,-,-,-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q3,-,12 B,42 B,43 B,27 B,35 B,-,-,-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q4,-,(25 B),15 B,65 B,49 B,35 B,(140 M),(59 M),-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Annualised,24 B,97 B,142 B,198 B,143 B,90 B,(140 M),(59 M),-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,TTM (Q1),55 B,97 B,142 B,198 B,143 B,-,-,-,-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Div (TTM),-,-,-,5.66,4.07,-,-,-,-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Payout Ratio,-,34.71%,-,24.79%,19.99%,-,-,-,-,-,-,-,-,-,-,-,-,-
HATM,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Div Yield,-,2.48%,-,2.48%,1.40%,-,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q2,-,2 B,4 B,4 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q4,-,630 M,4 B,6 B,14 B,2 B,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Annualised,-,3 B,8 B,10 B,14 B,2 B,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,TTM (Q4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HBAT,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q1,2 B,4 B,5 B,11 B,9 B,7 B,(13 B),(15 B),4 B,6 B,-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q2,-,(2 B),6 B,696 M,9 B,8 B,(26 B),(31 B),(6 B),(5 B),-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q3,-,(4 B),1 B,1 B,9 B,10 B,(11 B),(38 B),(99 B),3 B,-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q4,-,(79 B),(55 B),(70 B),14 B,11 B,(49 B),(115 B),(180 B),15 B,-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Annualised,7 B,(82 B),(43 B),(57 B),42 B,35 B,(99 B),(200 B),(282 B),18 B,-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,TTM (Q1),(83 B),(82 B),(43 B),(57 B),42 B,35 B,(99 B),(200 B),(282 B),18 B,-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HDFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Q1,(214 M),(9 B),(2 B),(1 B),(5 B),(1 B),5 B,3 B,-,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Q2,-,(807 M),(3 B),4 B,8 B,(5 B),318 M,5 B,5 B,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Q3,-,(505 M),(1 B),779 M,(2 B),(3 B),(4 M),1 B,2 B,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Q4,-,(5 B),(13 B),(45 B),(23 B),2 B,(978 M),2 B,4 B,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Annualised,(854 M),(15 B),(19 B),(42 B),(23 B),(7 B),4 B,12 B,11 B,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,TTM (Q1),(6 B),(15 B),(19 B),(42 B),(23 B),(7 B),4 B,12 B,-,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HDIT,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Q1,101 B,125 B,191 B,109 B,111 B,283 B,72 B,56 B,37 B,-,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Q2,-,100 B,152 B,93 B,53 B,261 B,32 B,68 B,33 B,71 B,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Q3,-,131 B,125 B,146 B,81 B,228 B,157 B,85 B,40 B,15 B,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Q4,-,74 B,68 B,89 B,53 B,230 B,212 B,45 B,14 B,12 B,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Annualised,405 B,430 B,536 B,437 B,299 B,"1,003 B",473 B,255 B,124 B,98 B,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,TTM (Q1),406 B,430 B,536 B,437 B,299 B,"1,003 B",473 B,255 B,124 B,-,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Div (TTM),13.50,13.50,10.50,8.50,7.00,6.00,5.00,2.40,2.20,-,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Payout Ratio,51.21%,48.29%,30.10%,29.86%,36.02%,9.19%,16.24%,14.44%,27.18%,-,-,-,-,-,-,-,-,-
HEAL,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Div Yield,1.40%,1.22%,0.82%,0.64%,0.52%,0.44%,0.56%,0.38%,0.31%,-,-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Q1,2 B,2 B,295 M,(14 B),208 M,459 M,257 M,489 M,264 M,2 B,-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Q2,-,911 M,1 B,3 B,103 M,(309 M),12 M,2 B,2 B,4 B,-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Q3,-,13 B,1 B,(407 M),1 B,3 B,3 B,5 B,(2 B),(6 B),-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Q4,-,11 B,4 B,12 B,(87 B),714 M,4 B,14 B,15 B,9 B,-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Annualised,8 B,26 B,7 B,654 M,(86 B),3 B,7 B,22 B,15 B,9 B,-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,TTM (Q1),27 B,26 B,7 B,654 M,(86 B),3 B,7 B,22 B,15 B,9 B,-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HELI,Transportasi & Logistik,Transportasi,Maskapai Penerbangan,Maskapai Penerbangan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Q1,87 B,27 B,(1 B),152 B,(67 B),(2 B),(44 B),(4 B),(4 B),(6 B),-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Q2,-,48 B,163 B,(20 B),(46 B),(549 B),(159 B),11 B,38 B,78 B,-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Q3,-,(5 B),21 B,(113 B),28 B,(197 B),(137 B),(15 B),52 B,(983 M),-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Q4,-,90 B,(189 B),(152 B),145 B,(216 B),(875 B),77 B,"(1,336 B)",(262 B),-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Annualised,348 B,160 B,(6 B),(132 B),59 B,(964 B),"(1,215 B)",71 B,"(1,250 B)",(191 B),-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,TTM (Q1),220 B,160 B,(6 B),(132 B),59 B,(964 B),"(1,215 B)",71 B,"(1,250 B)",(191 B),-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HERO,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Q1,-,113 B,89 B,216 B,130 B,109 B,112 B,128 B,59 B,65 B,27 B,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Q2,-,97 B,86 B,249 B,198 B,221 B,53 B,202 B,107 B,65 B,56 B,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Q3,-,95 B,161 B,197 B,185 B,229 B,137 B,144 B,170 B,73 B,67 B,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Q4,-,-,156 B,185 B,259 B,231 B,71 B,71 B,207 B,98 B,91 B,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Annualised,-,407 B,492 B,850 B,768 B,788 B,373 B,544 B,536 B,302 B,240 B,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,TTM (Q3),-,462 B,492 B,850 B,768 B,788 B,373 B,544 B,536 B,302 B,240 B,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Div (TTM),-,433.60,433.60,714.70,768.30,799.07,"1,197.20",546.15,506.57,320.05,231.73,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Payout Ratio,-,89.61%,73.98%,70.64%,84.04%,85.14%,269.52%,84.37%,79.42%,89.08%,80.94%,-,-,-,-,-,-,-
HEXA,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Div Yield,-,9.67%,8.14%,11.04%,11.60%,11.46%,24.38%,15.17%,14.81%,9.53%,5.68%,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Q1,6 B,7 B,7 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Q2,-,4 B,19 B,22 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Q3,-,2 B,2 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Q4,-,4 B,10 B,5 B,25 B,85 B,-,-,-,-,-,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Annualised,23 B,17 B,38 B,26 B,25 B,85 B,-,-,-,-,-,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,TTM (Q1),16 B,17 B,38 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Div (TTM),0.70,0.70,0.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Payout Ratio,19.51%,12.00%,12.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HGII,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Div Yield,0.73%,0.43%,0.43%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Q1,-,3 B,4 B,116 B,96 B,-,-,-,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Q2,-,(2 B),10 B,32 B,39 B,-,-,-,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Q3,-,(108 B),(5 B),113 B,70 B,251 B,-,-,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Q4,-,-,(3 B),90 B,96 B,153 B,86 B,4 B,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Annualised,-,(143 B),5 B,351 B,301 B,404 B,86 B,4 B,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",TTM (Q3),-,(111 B),5 B,351 B,301 B,-,-,-,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Div (TTM),-,-,-,7.00,6.00,-,-,-,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Payout Ratio,-,-,"1,878.24%",29.39%,29.38%,-,-,-,-,-,-,-,-,-,-,-,-,-
HILL,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Div Yield,-,-,1.09%,1.09%,1.07%,-,-,-,-,-,-,-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q1,-,48 B,34 B,45 B,48 B,(10 B),65 B,58 B,62 B,52 B,7 B,-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q2,-,27 B,42 B,117 B,44 B,4 B,54 B,33 B,42 B,(12 B),8 B,-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q3,-,(29 B),50 B,4 B,6 B,(4 B),(16 B),30 B,39 B,25 B,26 B,-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q4,-,-,(123 B),(88 B),17 B,(189 B),(39 B),31 B,27 B,29 B,(7 B),-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Annualised,-,61 B,1 B,83 B,117 B,(200 B),64 B,153 B,172 B,94 B,35 B,-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,TTM (Q3),-,(82 B),1 B,83 B,117 B,(200 B),64 B,153 B,172 B,94 B,35 B,-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Div (TTM),-,-,-,-,-,-,-,-,3.00,3.00,2.55,-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Payout Ratio,-,-,-,-,-,-,-,-,12.41%,22.72%,51.89%,-,-,-,-,-,-,-
HITS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Div Yield,-,-,-,-,-,-,-,-,0.44%,0.42%,0.32%,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,Q1,-,-,-,(91 B),(14 B),(3 B),10 B,35 B,20 B,-,-,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,Q2,-,-,-,-,(27 B),(6 B),(35 B),13 B,9 B,-,-,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,Q3,-,-,-,-,(21 B),(3 B),(45 B),31 B,23 B,18 B,-,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,Q4,-,-,-,-,(143 B),(217 B),(166 B),7 B,14 B,12 B,-,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,Annualised,-,-,-,(366 B),(205 B),(229 B),(235 B),86 B,67 B,31 B,-,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,TTM (Q1),-,-,-,(282 B),(205 B),(229 B),(235 B),86 B,67 B,-,-,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HKMU,Barang Baku,Barang Baku,Logam & Mineral,Alumunium,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,Q1,"2,056 B","1,918 B","2,247 B","2,160 B","1,915 B","2,586 B","3,322 B","3,286 B","3,032 B","3,291 B",-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,Q2,-,210 B,"1,070 B","1,590 B","1,133 B","1,548 B","1,565 B","3,484 B","3,080 B","2,759 B",-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,Q3,-,"2,383 B","1,908 B","2,455 B","1,854 B","1,421 B","2,024 B","3,430 B","3,577 B","3,288 B",-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,Q4,-,"2,098 B","1,421 B","1,892 B","1,422 B","1,583 B","1,671 B","3,521 B","3,848 B","3,333 B",-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,Annualised,"8,225 B","6,609 B","6,646 B","8,097 B","6,324 B","7,137 B","8,581 B","13,722 B","13,538 B","12,671 B",-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,TTM (Q1),"6,747 B","6,609 B","6,646 B","8,097 B","6,324 B","7,137 B","8,581 B","13,722 B","13,538 B","12,671 B",-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,Div (TTM),56.20,56.20,56.20,69.30,54.70,63.30,72.80,119.80,117.20,107.30,-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,Payout Ratio,79.48%,98.90%,98.36%,99.56%,100.61%,103.16%,98.68%,101.56%,100.69%,98.50%,-,-,-,-,-,-,-,-
HMSP,Barang Konsumen Primer,Rokok,Rokok,Rokok,Div Yield,7.57%,8.45%,8.45%,8.11%,5.50%,6.15%,5.49%,6.18%,3.55%,3.02%,-,-,-,-,-,-,-,-
HOKI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q1,(31 B),(26 B),15 B,479 M,6 B,7 B,15 B,25 B,27 B,24 B,-,-,-,-,-,-,-,-
HOKI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q2,-,16 B,2 B,(5 B),1 B,554 M,9 B,31 B,24 B,21 B,-,-,-,-,-,-,-,-
HOKI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q3,-,10 B,4 B,(8 B),(5 B),4 B,5 B,20 B,20 B,(9 B),-,-,-,-,-,-,-,-
HOKI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q4,-,(34 B),(23 B),11 B,8 M,1 B,9 B,28 B,19 B,12 B,-,-,-,-,-,-,-,-
HOKI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Annualised,(125 B),(34 B),(3 B),(1 B),2 B,13 B,38 B,104 B,90 B,48 B,-,-,-,-,-,-,-,-
HOKI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,TTM (Q1),(39 B),(34 B),(3 B),(1 B),2 B,13 B,38 B,104 B,90 B,48 B,-,-,-,-,-,-,-,-
HOKI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Div (TTM),1.00,1.00,1.00,2.00,-,1.00,1.00,3.00,2.75,1.50,-,-,-,-,-,-,-,-
